listing_id,neighborhood
7080179,Hell's Kitchen
7159349,Kew Gardens
7078834,Weill Cornell Medical College
7012760,Murray Hill
7005518,Hell's Kitchen
6987360,Greenpoint
7043208,Central Harlem
7098370,Flatiron District
7060316,Battery Park City
6964285,Long Island City
7063096,Upper East Side
6973772,SoHo
7010038,Kips Bay
7050690,NoMad
7066495,Juilliard School 
6994289,Columbia University
7067407,Columbia University
7049187,Upper East Side
6962057,Flatiron District
7002733,Upper West Side
6982380,Pace University 
7057015,Hunter College 
7132625,East Harlem
7072500,Central Park
7047217,NoMad
7224980,Upper East Side
6953647,West Harlem
7066004,Theater District
7052060,Long Island City
7090564,Greenwich Village
7033174,West Harlem
6953918,Columbia University
7081980,Upper East Side
6969856,John Jay College of Criminal Justice 
7021375,Weill Cornell Medical College
7051887,Financial District
7164940,Central Harlem
7079070,Flatiron District
7013877,Pace University 
6978203,Financial District
7023537,Upper West Side
6971025,Crown Heights
6975952,Upper West Side
6990183,Murray Hill
7079712,Koreatown
7083181,Murray Hill
7034911,Kips Bay
7041969,Bushwick
7230121,NoLita
6999446,Juilliard School 
6963824,Washington Heights
6991932,East Harlem
7007096,Pratt Institute 
7008795,Chelsea
6998146,Greenwich Village
7063799,Upper East Side
7008700,Bushwick
6979502,Pace University 
7163957,Upper West Side
7028719,Theater District
6978435,Weill Cornell Medical College
7025276,Midtown East
6963517,Stuyvesant Town - Peter Cooper Village
7076527,Murray Hill
7055521,Kensington
7046024,Theater District
7071800,Hell's Kitchen
6980093,Bowery
7076679,Inwood
7144511,Columbia University
7040508,Carroll Gardens
7044317,Hell's Kitchen
7061248,Midtown East
7004566,Brooklyn Heights
7023703,Juilliard School 
7149064,John Jay College of Criminal Justice 
7070966,Upper East Side
7041255,Tribeca
6954587,Midtown East
7147372,Inwood
7060117,Financial District
6956962,Crown Heights
7011761,Kew Gardens
7016551,Upper West Side
6992573,Hell's Kitchen
7040710,Stuyvesant Town - Peter Cooper Village
7025374,Weill Cornell Medical College
7020162,Financial District
7037152,Bushwick
7009819,Astoria
7015026,Upper East Side
7021142,Stuyvesant Town - Peter Cooper Village
7007850,SoHo
7053295,Hell's Kitchen
6970814,Greenwich Village
7000152,Upper East Side
7028627,Murray Hill
6997523,The New School 
6970196,Hunter College 
6967529,Weill Cornell Medical College
7077661,Murray Hill
7029473,East Village
7053689,Hell's Kitchen
6960633,Glen Oaks
6970249,Hell's Kitchen
7023719,Upper East Side
6985636,Garment District
7054104,Hunter College 
6976344,Gramercy Park
6976312,Hell's Kitchen
7117855,Cooper Union 
7059791,Financial District
7029534,Koreatown
6972389,Williamsburg
7054502,Upper West Side
7053347,Murray Hill
7001763,Midtown East
6975767,East Village
7070423,Hell's Kitchen
6964854,Upper East Side
6983358,Upper East Side
6963897,Upper East Side
7228789,Ocean Hill
7065378,Columbia University
7046364,Columbia University
6975433,Midtown East
7091677,Chelsea
6978105,Financial District
7009416,Columbia University
7021400,Midtown East
7009730,Garment District
7063716,Theater District
6978826,Theater District
7002537,Ocean Hill
7007949,Upper East Side
7055981,Woodside
7230535,Juilliard School 
7013724,East Flatbush
7052594,Central Harlem
7001191,Weill Cornell Medical College
7033745,Bushwick
6975867,John Jay College of Criminal Justice 
7047575,Greenwich Village
7038061,West Village
7060386,Tribeca
7018732,Hell's Kitchen
6952595,Garment District
6965925,Forest Hills
7057551,Garment District
6978788,Central Harlem
7046470,Kips Bay
7049901,Murray Hill
7090531,Upper West Side
7074705,Baruch College (CUNY)
7025621,Bushwick
7068666,Central Harlem
7049525,Weill Cornell Medical College
7008978,Greenpoint
6978249,Juilliard School 
7003161,Prospect Heights
7054890,West Village
7043028,Garment District
6995416,Columbia University
7056534,Williamsburg
7229662,Upper East Side
7029462,Upper East Side
7036790,East Village
6954145,Greenpoint
7015449,Gramercy Park
6970755,New York University (NYU) 
7015154,Juilliard School 
7061116,Upper East Side
7052166,Pace University 
6963695,Upper East Side
6985274,Battery Park City
6971338,Gramercy Park
7196248,East Village
7021382,Cooper Union 
6964332,Upper East Side
6960341,Garment District
7050208,New York University (NYU) 
7145789,Financial District
7077028,Columbia University
7063714,Flatiron District
7060066,Bowery
6952736,Weill Cornell Medical College
7214352,Upper East Side
7073638,Bath Beach
7030776,Washington Heights
6965459,Weill Cornell Medical College
7040730,Prospect Park
6994256,Washington Heights
7001144,Washington Heights
7074125,Long Island City
7083809,Theater District
6952854,Midtown East
7076670,Inwood
7207606,Washington Heights
7060870,Clinton Hill
7038110,East Harlem
7054444,Bowery
7190791,Financial District
7012217,Baruch College (CUNY)
7380887,Upper East Side
7024057,Central Harlem
6968536,Baruch College (CUNY)
7005683,West Harlem
7030707,East Harlem
6956222,Hell's Kitchen
6972376,Murray Hill
7065926,Upper East Side
6957680,Upper West Side
7079913,Stuyvesant Town - Peter Cooper Village
7055523,Stuyvesant Town - Peter Cooper Village
6988598,Juilliard School 
7032784,Columbia University
7083658,Hell's Kitchen
7007041,Sunnyside
7053281,Upper East Side
7159173,Midtown East
6970548,Financial District
6991447,Tribeca
7029408,Upper West Side
7068548,Upper West Side
7043990,Midtown East
7072585,Murray Hill
6986331,Financial District
7020339,Bowery
7216215,Kips Bay
7038516,Concourse Village
7032712,Kips Bay
6974460,Greenwich Village
6972868,Midtown East
7015965,Gramercy Park
7046142,Central Park
7079688,Financial District
7029350,Washington Heights
6961383,Central Harlem
7044505,Hunter College 
7029948,Bowery
7084003,Financial District
6988479,Pratt Institute 
7199694,NoLita
7005606,Gramercy Park
7040179,Bowery
7083808,Gramercy Park
6953967,Chelsea
7675630,NoLita
6983298,East Village
7055561,Central Harlem
6990476,Inwood
7005414,Upper East Side
6955143,The New School 
7062055,West Village
7073564,Stuyvesant Town - Peter Cooper Village
7015892,Williamsburg
7030434,Baruch College (CUNY)
7006898,Highbridge
7064394,New York University (NYU) 
6967105,Upper East Side
6992115,Gowanus
7144584,Midtown East
7232715,Kips Bay
6976075,Murray Hill
6967100,East Village
6953833,Central Harlem
7042880,Garment District
6952719,Murray Hill
6996288,Koreatown
6964302,Kew Gardens Hills
6960080,Financial District
6981241,Bushwick
6967102,Kips Bay
7075821,Hell's Kitchen
6990079,DUMBO
7019299,East Village
7032021,Pace University 
7104320,Flatlands
7014996,Central Park
7050391,East Village
7036180,Upper East Side
6975823,Pratt Institute 
7036742,Central Park
6992866,Theater District
6967547,John Jay College of Criminal Justice 
7055825,Midtown East
7014754,Murray Hill
7041549,Flatiron District
6955271,Astoria
6959947,Juilliard School 
6999178,Hell's Kitchen
6968589,Midtown East
6955399,Stuyvesant Town - Peter Cooper Village
6974349,Central Harlem
7055560,West Harlem
6992847,Astoria
7019879,Astoria
7054081,Central Park
7028113,NoMad
7047355,Upper East Side
6983199,Juilliard School 
7014751,John Jay College of Criminal Justice 
7036633,Financial District
7000809,Hell's Kitchen
7060592,Upper East Side
7010852,John Jay College of Criminal Justice 
7020847,Financial District
7165709,Greenwich Village
7002232,Theater District
7037940,Prospect Heights
6971960,Williamsburg
7003383,Prospect Heights
7073944,Central Park
6963666,Bowery
7050010,Juilliard School 
6979420,Stuyvesant Town - Peter Cooper Village
6967959,Hell's Kitchen
7059906,SoHo
6974695,Murray Hill
6995138,Upper East Side
6969718,Clinton Hill
7011496,Baruch College (CUNY)
7067677,Fashion Institute of Technology (FIT) 
6974017,Upper East Side
7225709,Washington Heights
7039910,Greenwich Village
7038088,West Harlem
7012096,Bowery
6985768,Murray Hill
7077859,Tribeca
7020715,Columbia University
7099349,Juilliard School 
7076687,Ocean Hill
7033055,Sunnyside
7045762,Upper West Side
7027333,Upper East Side
6992969,DUMBO
7031821,NoLita
7227313,Financial District
7043702,New York University (NYU) 
6959963,Upper West Side
6956301,Theater District
6981781,Kips Bay
6973228,Marble Hill
6973469,Theater District
7073515,Woodside
7028582,East Village
6975959,Upper East Side
7050847,John Jay College of Criminal Justice 
7029286,Brooklyn Heights
7032057,Flatiron District
7011599,Upper West Side
6986713,Midtown East
7026543,Upper West Side
7170465,Chelsea
7074518,NoMad
7054543,Weill Cornell Medical College
6999168,Upper East Side
6964906,Bowery
7044240,Upper East Side
7076111,NoMad
7090692,The New School 
7033241,Chelsea
7060976,Garment District
7075383,Stuyvesant Town - Peter Cooper Village
6960874,East Harlem
7024223,Upper East Side
7008270,Bushwick
7210827,Financial District
7005406,Upper East Side
7059805,Kips Bay
6982128,Murray Hill
7055609,Hunter College 
7065644,Financial District
7017807,West Village
7026038,Upper East Side
7032924,Murray Hill
7005715,Washington Heights
6961592,Williamsburg
7222735,Downtown Brooklyn
7042585,Hell's Kitchen
6968691,Weill Cornell Medical College
7007722,Chelsea
7148439,Stuyvesant Town - Peter Cooper Village
7035060,Weill Cornell Medical College
7002422,John Jay College of Criminal Justice 
7030294,West Village
7067939,Baruch College (CUNY)
6963507,Financial District
7014555,Upper East Side
7068070,Chelsea
6962574,Bowery
6964891,Central Park
6998616,Central Harlem
7075085,Stuyvesant Town - Peter Cooper Village
7030822,Murray Hill
7053875,Bensonhurst
7084470,West Harlem
6989522,Upper West Side
6992264,Midtown East
6965668,Upper East Side
7075600,Upper East Side
7035180,John Jay College of Criminal Justice 
7057747,Koreatown
6952735,Hell's Kitchen
7046803,Upper West Side
7045481,Juilliard School 
7108993,John Jay College of Criminal Justice 
7073988,Downtown Brooklyn
7082404,Hunter College 
7008636,Financial District
6953855,Forest Hills
7008431,Upper West Side
7004633,The New School 
7062088,Upper East Side
6988694,Kips Bay
7007076,Washington Heights
7004152,NYU Tandon School of Engineering 
7047932,Upper West Side
7067729,Koreatown
6966212,Midtown East
7028981,West Harlem
7033115,Garment District
7063055,Bowery
6980919,Financial District
6975129,Fashion Institute of Technology (FIT) 
7097527,Upper East Side
7011344,Baruch College (CUNY)
7059850,Juilliard School 
6971110,Murray Hill
7045242,Upper East Side
7064123,Upper West Side
6987554,East Village
7057983,Koreatown
7038872,East Village
7196436,East Village
6990677,Pace University 
7010788,Tribeca
7042179,Washington Heights
6979325,Theater District
7222713,Weill Cornell Medical College
7041595,Upper East Side
6994101,Pace University 
6985415,Hunter College 
7066442,Upper West Side
7007747,Midtown East
7039462,NYU Tandon School of Engineering 
6956145,Murray Hill
7026951,Williamsburg
7032912,Civic Center
7015545,Clinton Hill
7180564,Upper West Side
7000791,Theater District
6990261,Fort Greene
7040314,Downtown Brooklyn
7007586,Greenwich Village
7060684,Koreatown
7057646,Upper East Side
7011502,Juilliard School 
7024011,Midtown East
7080672,Upper East Side
7052540,Upper East Side
7061112,East Village
7073252,Upper West Side
6964950,Upper East Side
6974939,Hell's Kitchen
7019636,Gravesend
7005447,Stuyvesant Town - Peter Cooper Village
7039974,Baruch College (CUNY)
7173024,Cooper Union 
6965910,Bushwick
6953864,East Harlem
6984445,Riverdale
6957842,West Village
7002610,Kips Bay
6999230,West Village
6990068,Little Italy
6980077,Stuyvesant Town - Peter Cooper Village
7037557,Hunter College 
7004308,Fashion Institute of Technology (FIT) 
7158697,Midtown East
6965824,Ocean Hill
7000611,East Harlem
6987044,New York University (NYU) 
7095400,Midtown East
7026304,Upper West Side
6991737,Ocean Hill
6990134,Kips Bay
7051574,Kips Bay
7063862,Juilliard School 
7054948,Little Italy
6994214,Financial District
6958020,Williamsburg
7202404,Baruch College (CUNY)
6979605,Forest Park
7004657,Murray Hill
7048156,Other
6981584,Murray Hill
7194943,East New York
6965681,West Harlem
7061228,Koreatown
6980336,Marble Hill
7032284,Murray Hill
7119333,Woodhaven
7016344,Financial District
7029735,Garment District
7083870,Bedford-Stuyvesant
7060980,East Village
7195007,Central Park
7026531,Ocean Hill
7050409,John Jay College of Criminal Justice 
7038756,Hunter College 
7021078,The New School 
7064611,Murray Hill
7044560,East Harlem
7019135,Murray Hill
6995034,Pace University 
7081105,Hell's Kitchen
7042888,Long Island City
7027554,East Village
6985959,Garment District
6971794,Financial District
7013868,Upper East Side
7065517,Murray Hill
7029588,Juilliard School 
6985201,Rego Park
6978992,Fashion Institute of Technology (FIT) 
6968237,Financial District
6975645,Kips Bay
7067558,West Village
7069936,Hell's Kitchen
7061375,Upper East Side
7097409,Upper East Side
6961950,Sunnyside
7045322,John Jay College of Criminal Justice 
6960194,Washington Heights
7052342,Upper East Side
7041537,Midtown East
6993285,Battery Park City
7191770,Juilliard School 
7083605,Stuyvesant Town - Peter Cooper Village
7050045,Financial District
7061397,Theater District
7071759,Roosevelt Island
7017678,Astoria
7011108,Hell's Kitchen
6994798,Hell's Kitchen
6990612,Theater District
6952305,Upper East Side
7006835,East Harlem
7027981,Washington Heights
6968281,Flatiron District
6976123,Midtown East
7016047,Financial District
7019093,Long Island City
6958313,Flushing Meadows-Corona Park
7000960,Bedford-Stuyvesant
7038605,Juilliard School 
6983266,Kips Bay
7027416,Murray Hill
7052984,Prospect Park
7162993,Flatiron District
7004697,Upper West Side
7021588,West Harlem
6982487,Juilliard School 
7006967,Hell's Kitchen
7089787,Columbia University
6970386,Midtown East
7024376,New York University (NYU) 
7084139,Rego Park
7230476,Cobble Hill
7006075,Murray Hill
7023481,Upper East Side
7008989,Bowery
6979740,Columbia University
7011513,Stuyvesant Town - Peter Cooper Village
7063776,Upper East Side
7160797,Weill Cornell Medical College
6955753,Kips Bay
7044142,Crown Heights
7074926,Midtown East
6976192,Theater District
6993226,Murray Hill
7080652,Financial District
7145105,Upper East Side
7002538,Battery Park City
6964102,Upper East Side
7052324,Weill Cornell Medical College
7111619,Astoria
7025752,Upper East Side
7039694,Hell's Kitchen
7031242,Jackson Heights
7067288,Garment District
6977074,Williamsburg
6988380,Midtown East
6973836,Long Island City
6996627,Kips Bay
7076341,SoHo
7076713,Theater District
7083196,Upper West Side
7044399,Kips Bay
7103385,West Village
7035754,Pratt Institute 
7083013,Baruch College (CUNY)
7028224,NoHo
7005131,Hell's Kitchen
7041923,Roosevelt Island
7073355,Upper East Side
7011678,Brighton Beach
7082313,Greenwich Village
7072943,Hell's Kitchen
7077564,Murray Hill
7039661,Prospect Heights
7037083,East Village
7037111,Weill Cornell Medical College
6966487,Midtown East
6978949,Financial District
7011842,Kips Bay
7075475,Kips Bay
6957933,Brighton Beach
7039125,Midtown East
7103319,East Harlem
7069336,Downtown Brooklyn
6976492,Greenwich Village
7034394,New York University (NYU) 
7174989,Boerum Hill
6979000,Weill Cornell Medical College
7075862,East Harlem
7012954,Cooper Union 
7069234,Upper East Side
7048147,Hell's Kitchen
7076269,NoMad
6966733,Weill Cornell Medical College
7040116,Bushwick
7058301,Theater District
7180376,Midtown East
7046150,Columbia University
7075215,NoLita
7207435,Koreatown
6953441,Gramercy Park
7067342,Midtown East
6991821,Bay Ridge
6989151,Hell's Kitchen
7083631,Midtown East
7044447,Murray Hill
7035324,Midtown East
6996543,West Village
6991342,Hunter College 
6979262,Stuyvesant Town - Peter Cooper Village
7018592,Midtown East
6986101,Upper East Side
7054830,Baruch College (CUNY)
6968404,Rego Park
7213381,Kips Bay
7007124,Morris Heights
7053675,Hell's Kitchen
7001832,Garment District
7003129,Garment District
6952193,Baruch College (CUNY)
7054955,Brownsville
6989913,Downtown Brooklyn
6980220,Upper East Side
6963869,Flatbush
7052633,Upper East Side
7070050,West Harlem
7021938,East Harlem
7006764,Prospect Heights
6974564,Upper East Side
7017434,Weill Cornell Medical College
7187660,Stuyvesant Town - Peter Cooper Village
6985746,Stuyvesant Town - Peter Cooper Village
6978364,Upper East Side
7015532,Little Italy
7069455,NoHo
7138109,Financial District
7033797,Pace University 
6952750,Upper West Side
7021636,Tribeca
7016671,Weill Cornell Medical College
6955269,Columbia University
7197440,Garment District
6962297,Koreatown
7079812,East Village
6965966,Upper East Side
7053752,Financial District
7039046,Financial District
6968275,Kingsbridge
7078502,Upper West Side
6978575,Hell's Kitchen
7081684,Fashion Institute of Technology (FIT) 
7050243,Tribeca
6999123,Upper East Side
6964035,Kips Bay
7015288,East Village
6988973,Upper East Side
7050617,Upper East Side
6958261,Baruch College (CUNY)
6999256,Weill Cornell Medical College
7029521,Baruch College (CUNY)
6966467,Murray Hill
6968521,Greenwich Village
7075744,Financial District
7041037,Gramercy Park
7044730,Kips Bay
7066102,East Village
7051461,Midtown East
6956725,Murray Hill
7004414,Boerum Hill
7076577,Central Park
6953149,Carroll Gardens
7081614,East Village
7057706,Juilliard School 
6982729,Stuyvesant Town - Peter Cooper Village
6991532,Columbia University
6985775,Lower East Side
6987636,Juilliard School 
7092344,Murray Hill
7101204,Upper East Side
7080829,Coney Island
6955135,Garment District
7007854,Financial District
7143762,Kew Gardens
7024988,East Village
7013227,Upper West Side
7056592,Upper West Side
7167152,NoLita
7017261,Washington Heights
7033738,Financial District
6973621,Central Harlem
7025569,Upper East Side
7049645,Gramercy Park
6953248,Upper East Side
7071305,Columbia University
7162781,Garment District
7077173,Columbia University
7049939,Upper East Side
7056228,Bay Ridge
7005027,John Jay College of Criminal Justice 
7069502,Tribeca
7033524,Financial District
7232072,Upper East Side
7036122,Gramercy Park
7051837,Fashion Institute of Technology (FIT) 
7033087,Murray Hill
6996355,Gramercy Park
7057485,Gramercy Park
7048456,Inwood
7083993,Tribeca
7132343,Crown Heights
7027478,Greenpoint
6968210,Upper East Side
6989997,Murray Hill
6961844,Upper West Side
7015572,Gramercy Park
7130948,Cooper Union 
6981039,Washington Heights
7346983,Greenwich Village
7027438,Central Park
6973516,Greenwich Village
7103761,Tribeca
6970725,NoHo
7071254,Inwood
7047295,Murray Hill
7008484,John Jay College of Criminal Justice 
7185859,Pace University 
7071839,SoHo
7022446,Weill Cornell Medical College
7082160,Upper East Side
6983555,Baruch College (CUNY)
7124266,Chelsea
7016377,Flatiron District
6988792,Juilliard School 
7019898,Little Italy
7191467,Hell's Kitchen
6959854,Hell's Kitchen
6967069,Upper East Side
7040503,Upper East Side
6975985,Upper East Side
7001870,Crown Heights
6977389,Weill Cornell Medical College
7213332,Pace University 
6986431,Gramercy Park
7069348,East Harlem
7080680,Financial District
7032736,Hell's Kitchen
6968897,Upper East Side
7002580,Weill Cornell Medical College
7157891,Long Island City
6991371,Hell's Kitchen
6956434,Columbia University
7075653,Cooper Union 
7035733,Long Island City
7011935,Midtown East
7033031,Midtown East
6974652,Financial District
7065174,Chelsea
7034051,The New School 
7015827,Roosevelt Island
6999566,West Harlem
7006549,Upper East Side
7058683,Midtown East
6968418,Hell's Kitchen
6983186,Garment District
7215367,Williamsburg
7069646,Roosevelt Island
6996393,Lower East Side
6990727,Financial District
6995154,Financial District
6994913,Upper West Side
6973999,Jackson Heights
6978385,Central Harlem
7215035,Long Island City
7014222,Garment District
7038888,Midtown East
6988506,Upper East Side
7110080,Upper East Side
7056682,Boerum Hill
7044283,Bedford Park
7004694,Hell's Kitchen
6952453,Upper East Side
6980294,Financial District
7226791,Koreatown
7025481,Upper East Side
7001276,Dyker Heights
7023694,Hell's Kitchen
6952001,Weill Cornell Medical College
7224372,Upper West Side
6976367,Boerum Hill
7031790,West Village
7065652,Financial District
6980587,Marble Hill
6991836,Astoria
7063710,Inwood
6971958,Financial District
7032586,SoHo
7048039,Chelsea
7140813,Stuyvesant Town - Peter Cooper Village
7009946,Theater District
7081135,Midtown East
7066548,Pace University 
6959918,John Jay College of Criminal Justice 
7055280,East Village
6991487,Chelsea
6978215,Chelsea
7187313,Theater District
7061431,Baruch College (CUNY)
7078674,Baruch College (CUNY)
6974323,West Harlem
7021810,Columbia University
7017863,Astoria
7025954,Financial District
7038296,Hell's Kitchen
7020705,Upper East Side
6985892,Midtown East
6956504,East Village
7103644,Middle Village
6989928,Bowery
7040000,Bedford-Stuyvesant
7019835,Woodhaven
6998345,Garment District
6970373,Cooper Union 
7055009,Astoria
7055693,Kips Bay
7150483,Wakefield
6973967,Washington Heights
7083254,Theater District
6969687,Gramercy Park
7013292,Flatbush
7090926,East Village
6994818,Upper East Side
7018648,Bushwick
7067751,Weill Cornell Medical College
7075672,Upper West Side
7060950,Upper East Side
6969430,Upper East Side
7036997,Weill Cornell Medical College
7028730,East Village
6994333,Upper East Side
7040404,Baruch College (CUNY)
6959548,Upper West Side
7071368,Stuyvesant Town - Peter Cooper Village
7198515,Civic Center
7023561,Financial District
7018339,John Jay College of Criminal Justice 
6958495,Midtown East
6968092,Cooper Union 
6988573,Bushwick
7025275,Upper East Side
7018577,Hunter College 
7015312,Murray Hill
7044186,Central Park
6987641,The New School 
7059541,Baruch College (CUNY)
6953892,Columbia University
7066250,Upper West Side
7140959,Bushwick
6978963,Tribeca
6955926,Murray Hill
7044153,Upper East Side
7046388,Woodside
7039612,NoMad
7036570,West Village
7174250,Upper East Side
6999525,Upper East Side
7071163,Upper East Side
7060781,Greenwich Village
7077294,Gramercy Park
7014619,Upper West Side
7159432,Hell's Kitchen
7009316,NoMad
6978264,The New School 
7033983,Hell's Kitchen
7030077,Mott Haven
6970999,Gramercy Park
7015608,Upper West Side
7010576,Garment District
7021997,John Jay College of Criminal Justice 
6977274,Upper East Side
6962716,Upper West Side
7062879,Central Park
6974762,Upper West Side
7039885,Flushing Meadows-Corona Park
7068980,Midtown East
7200271,Central Harlem
7070678,Financial District
6957709,East Harlem
6975204,Upper West Side
7062985,Financial District
7016466,Stuyvesant Town - Peter Cooper Village
7028377,Hell's Kitchen
7206561,Upper East Side
7072642,Hunter College 
6993457,Midtown East
6958221,Theater District
7060787,Juilliard School 
7013520,NoLita
7112650,Theater District
7068460,Washington Heights
7066661,Garment District
6960488,Chelsea
7043046,Hunter College 
7060583,Juilliard School 
7066234,Upper West Side
6988019,Weill Cornell Medical College
7156879,John Jay College of Criminal Justice 
7023571,Hunter College 
7048131,Juilliard School 
7048810,Midtown East
7227847,Washington Heights
7067404,Stuyvesant Town - Peter Cooper Village
7063824,Kips Bay
7018386,East Village
7042330,Astoria
7024778,Upper West Side
6979963,Williamsburg
7080398,Hunter College 
7029526,Prospect Park
7181602,Weill Cornell Medical College
7052349,Hell's Kitchen
7039257,Greenwich Village
7061162,Pace University 
6988491,East Village
7065626,NoMad
6968316,Hell's Kitchen
7004407,Weill Cornell Medical College
7038849,Hunter College 
6998093,Columbia University
7046578,Hunter College 
7056095,Bowery
6955004,Upper East Side
7052313,East Village
6959975,Upper East Side
7220811,Juilliard School 
7019905,Columbia University
7107335,Midtown East
7041245,Tribeca
6966269,Upper West Side
7071640,NoMad
7048081,Midtown East
6995049,Columbia University
6958234,Weill Cornell Medical College
7076350,Upper East Side
6956814,Washington Heights
6970829,Koreatown
7146682,Juilliard School 
6964449,John Jay College of Criminal Justice 
7001740,Astoria
6952949,Theater District
7014245,Clinton Hill
7162052,NoMad
7078977,Upper West Side
7055731,Midtown East
7016679,The New School 
7049814,Bowery
7068218,Koreatown
7017234,Financial District
7033362,Central Park
6969646,Hunter College 
6974874,Upper West Side
6994503,Hell's Kitchen
7009766,Murray Hill
6963251,Upper West Side
7043337,Little Italy
7289040,Theater District
6982808,West Harlem
6970265,Upper West Side
7041529,John Jay College of Criminal Justice 
7046837,Midtown East
7010743,Washington Heights
7000836,Upper East Side
7039611,Murray Hill
6964167,Garment District
7000426,Hell's Kitchen
6976701,Hell's Kitchen
7058624,East Village
7047159,Upper East Side
7006807,Pace University 
7210701,Midtown East
6998023,New York University (NYU) 
7049694,Little Italy
6952437,Flatiron District
6969554,Murray Hill
6972809,St. Albans
7009793,East Village
7005789,East Village
7168239,NoLita
7123191,Astoria
7000921,Kips Bay
6971185,Theater District
6996177,Upper East Side
7026983,Hunter College 
7047378,Columbia University
6999702,Murray Hill
6978429,Theater District
7102921,Canarsie
7073009,Auburndale
7082549,Pace University 
6966722,Pratt Institute 
7062261,Greenwich Village
7011775,Washington Heights
7191301,Upper West Side
6983859,Murray Hill
6990538,NoMad
7002532,Bushwick
6983385,Chelsea
7150202,Upper East Side
6976353,Murray Hill
6981446,Clinton Hill
7009043,Cooper Union 
7006308,Midtown East
6953401,The New School 
7033952,Upper East Side
6952775,Hunter College 
7083118,Stuyvesant Town - Peter Cooper Village
6977626,Midtown East
7147124,Central Harlem
7070897,John Jay College of Criminal Justice 
7042450,Roosevelt Island
7044302,Upper East Side
7000622,Theater District
7012246,Midtown East
7023535,Astoria
6952850,Hell's Kitchen
7134080,Upper West Side
6979973,Upper East Side
6959811,Theater District
6999384,Park Slope
6964647,Upper East Side
7069656,Pace University 
6953431,Upper East Side
6987949,Weill Cornell Medical College
6969350,Central Harlem
7021392,John Jay College of Criminal Justice 
7028847,Murray Hill
6957423,Greenwich Village
6994309,Downtown Brooklyn
7042049,Upper West Side
7005443,Pace University 
7077885,Garment District
7053599,SoHo
7035556,Garment District
6953034,Juilliard School 
7081532,Murray Hill
7019989,Kips Bay
7167995,Central Harlem
7037425,Upper East Side
7066450,Murray Hill
7046290,John Jay College of Criminal Justice 
6959496,Washington Heights
7060227,Central Park
7010082,Upper East Side
7016481,DUMBO
7002367,Murray Hill
6970106,Gramercy Park
6982204,Garment District
7009966,Columbia University
6981613,Central Park
6953483,Hell's Kitchen
7062005,Greenwich Village
7013604,Upper East Side
7001141,New York University (NYU) 
7078328,West Harlem
7064575,Garment District
6978198,Theater District
7073593,Cobble Hill
7154938,Juilliard School 
7032275,Upper West Side
6984016,Flatiron District
6955442,Hell's Kitchen
7043325,Upper West Side
6972448,East Harlem
7040017,Bay Ridge
7002455,Garment District
7197720,Juilliard School 
6991762,John Jay College of Criminal Justice 
7046420,Astoria
7011147,New York University (NYU) 
7034437,Columbia University
7064283,East Village
6987884,Bowery
7055582,Weill Cornell Medical College
7036838,Pace University 
7055025,Chelsea
6979316,Upper East Side
7055424,Columbia University
7053972,Williamsburg
6957716,Kips Bay
7075572,Koreatown
6966641,Williamsburg
7028931,West Harlem
7084263,Upper East Side
7024765,Pace University 
7045500,East Harlem
6965525,Juilliard School 
7011250,Columbia University
7058872,Theater District
7110352,East Harlem
6999728,The New School 
7065405,Columbia University
6982077,Upper East Side
7056359,East Village
7001351,Gramercy Park
6985138,Bowery
7003925,Little Italy
7051711,Hunter College 
6967756,Upper West Side
7228182,Theater District
7016542,SoHo
6984049,Clinton Hill
6984914,Kips Bay
7050635,East Village
6975157,John Jay College of Criminal Justice 
7054846,Financial District
7041976,Ocean Hill
6966757,Columbia University
7011068,Other
6958479,East Harlem
6964593,East Harlem
7069680,Upper East Side
7192920,Washington Heights
6984365,Juilliard School 
7069366,Upper West Side
7078072,Midtown East
7004222,Boerum Hill
7050245,Murray Hill
6964498,Financial District
6953155,Hell's Kitchen
7065052,Sunset Park
7213185,Roosevelt Island
7115466,Financial District
6990965,NoHo
7013946,Midtown East
6973948,Financial District
7056699,Juilliard School 
7051850,Baruch College (CUNY)
6993678,Murray Hill
7018323,Upper West Side
7084360,Upper East Side
7060517,Civic Center
7005127,Upper East Side
6985380,Financial District
7001123,Juilliard School 
6997267,Upper East Side
7001632,Juilliard School 
7035438,Weill Cornell Medical College
6982288,Chelsea
7104193,Stuyvesant Town - Peter Cooper Village
7037958,Greenwich Village
6988560,Hell's Kitchen
7050041,Financial District
7074640,Weill Cornell Medical College
6957027,Little Italy
7033301,Upper East Side
7047671,East Village
7013032,Baruch College (CUNY)
7056433,Downtown Brooklyn
6976079,NoLita
6981986,Theater District
7053104,Flushing
6993740,Upper West Side
7063477,Upper East Side
7083873,Gramercy Park
6963768,Greenwich Village
6967795,Washington Heights
7200708,Koreatown
7010917,Flushing
7074018,Washington Heights
6981049,Financial District
7065891,Garment District
6969902,Theater District
7006113,DUMBO
7001370,Murray Hill
7104981,Upper East Side
7052791,Upper East Side
6982500,Hell's Kitchen
7073381,Upper East Side
7020231,Hell's Kitchen
7043427,Upper East Side
6982144,Theater District
6993143,Hunter College 
6999448,East Village
7031118,Kips Bay
7000083,Greenwich Village
7079409,Stuyvesant Town - Peter Cooper Village
7071566,Upper East Side
6990354,Washington Heights
7013303,Upper East Side
